,MAL_ID,Genres,Type,Episodes,Studios,Rating,Start_year,Start_season,Score,range_episodes,Genres_Split,Studios_Split
2155,2355,"Demons, Horror, Sci-Fi, Supernatural",OVA,1,Oh! Production,R+ - Mild Nudity,1990,Winter,7.03,[1 - 13],"['Demons', 'Horror', 'Sci-Fi', 'Supernatural']",['Oh!Production']
2156,2356,"Demons, Horror, Psychological, Supernatural",OVA,1,Studio Live,R+ - Mild Nudity,2000,Spring,6.46,[1 - 13],"['Demons', 'Horror', 'Psychological', 'Supernatural']",['StudioLive']
2157,2357,Hentai,OVA,5,Studio Jam,Rx - Hentai,2002,Spring,6.16,[1 - 13],['Hentai'],['StudioJam']
2160,2361,"Action, Sci-Fi, Adventure, Space, Mecha",TV,51,Studio Pierrot,PG-13 - Teens 13 or older,1984,Fall,7.23,[49 - 61],"['Action', 'Sci-Fi', 'Adventure', 'Space', 'Mecha']",['StudioPierrot']
2162,2363,"Adventure, Comedy, Kids, Fantasy",TV,16,OLM,PG - Children,2002,Winter,6.86,[13 - 25],"['Adventure', 'Comedy', 'Kids', 'Fantasy']",['OLM']
2163,2364,"Action, Adventure, Mecha, Police, Sci-Fi",TV,12,J.C.Staff,R+ - Mild Nudity,1997,Fall,5.47,[1 - 13],"['Action', 'Adventure', 'Mecha', 'Police', 'Sci-Fi']",['J.C.Staff']
2165,2366,Supernatural,TV,25,J.C.Staff,PG-13 - Teens 13 or older,1995,Fall,6.032258064516129,[25 - 37],['Supernatural'],['J.C.Staff']
2166,2367,"Comedy, Ecchi, Magic, School",TV,12,Actas,R+ - Mild Nudity,2007,Summer,6.42,[1 - 13],"['Comedy', 'Ecchi', 'Magic', 'School']",['Actas']
2168,2369,"Mystery, Supernatural, Fantasy",TV,24,Zexcs,PG-13 - Teens 13 or older,2007,Fall,7.06,[13 - 25],"['Mystery', 'Supernatural', 'Fantasy']",['Zexcs']
2170,2371,Hentai,OVA,3,Arms,Rx - Hentai,2003,Winter,6.06,[1 - 13],['Hentai'],['Arms']
2181,2383,"Action, Adventure, Romance, Sci-Fi",TV,13,Telecom Animation Film,PG-13 - Teens 13 or older,1999,Fall,7.24,[13 - 25],"['Action', 'Adventure', 'Romance', 'Sci-Fi']",['TelecomAnimationFilm']
2183,2385,"Comedy, Fantasy, Shounen",Movie,1,Toei Animation,PG-13 - Teens 13 or older,2001,Winter,7.18,[1 - 13],"['Comedy', 'Fantasy', 'Shounen']",['ToeiAnimation']
2184,2386,"Comedy, Fantasy, Shounen, Sports",Movie,1,Toei Animation,PG-13 - Teens 13 or older,2002,Winter,7.17,[1 - 13],"['Comedy', 'Fantasy', 'Shounen', 'Sports']",['ToeiAnimation']
2185,2387,"Drama, Romance",OVA,1,Studio Deen,PG-13 - Teens 13 or older,1993,Spring,6.61,[1 - 13],"['Drama', 'Romance']",['StudioDeen']
2186,2388,Comedy,Movie,1,Production I.G,PG-13 - Teens 13 or older,2006,Spring,5.51,[1 - 13],['Comedy'],['ProductionI.G']
2187,2389,"Action, Adventure, Sci-Fi, Shounen",TV,105,Tatsunoko Production,PG-13 - Teens 13 or older,1972,Fall,6.95,[97 - 109],"['Action', 'Adventure', 'Sci-Fi', 'Shounen']",['TatsunokoProduction']
2188,2390,"Action, Adventure, Comedy, Parody, Fantasy",TV,100,"Studio Comet, Studio Sign",PG - Children,2001,Fall,6.77,[97 - 109],"['Action', 'Adventure', 'Comedy', 'Parody', 'Fantasy']","['StudioComet', 'StudioSign']"
2189,2391,"Adventure, Comedy, Fantasy, Mecha",TV,52,Sunrise,PG-13 - Teens 13 or older,2004,Winter,5.36,[49 - 61],"['Adventure', 'Comedy', 'Fantasy', 'Mecha']",['Sunrise']
2190,2392,"Adventure, Comedy, Kids",Movie,1,Shin-Ei Animation,PG - Children,2006,Winter,7.45,[1 - 13],"['Adventure', 'Comedy', 'Kids']",['Shin-EiAnimation']
2191,2393,"Adventure, Comedy, Fantasy, Kids",Movie,1,Shin-Ei Animation,PG - Children,2003,Winter,7.27,[1 - 13],"['Adventure', 'Comedy', 'Fantasy', 'Kids']",['Shin-EiAnimation']
2195,2397,"Sci-Fi, Adventure, Comedy, Kids",Movie,1,Toei Animation,PG - Children,2000,Winter,7.77,[1 - 13],"['Sci-Fi', 'Adventure', 'Comedy', 'Kids']",['ToeiAnimation']
2196,2398,"Adventure, Comedy, Drama, Kids, Sci-Fi",Movie,1,Toei Animation,PG - Children,2001,Winter,7.28,[1 - 13],"['Adventure', 'Comedy', 'Drama', 'Kids', 'Sci-Fi']",['ToeiAnimation']
2197,2399,"Adventure, Comedy, Kids",OVA,1,TMS Entertainment,G - All Ages,2002,Fall,6.6,[1 - 13],"['Adventure', 'Comedy', 'Kids']",['TMSEntertainment']
2198,2400,"Comedy, Supernatural",TV,45,Toei Animation,PG-13 - Teens 13 or older,1993,Spring,7.19,[37 - 49],"['Comedy', 'Supernatural']",['ToeiAnimation']
2199,2402,"Action, Drama, Shounen, Slice of Life, Sports",TV,79,Mushi Production,PG-13 - Teens 13 or older,1970,Spring,8.28,[73 - 85],"['Action', 'Drama', 'Shounen', 'SliceofLife', 'Sports']",['MushiProduction']
2200,2403,"Comedy, Drama, Ecchi, School",TV,12,Diomedéa,R - 17+ (violence & profanity),2007,Fall,6.82,[1 - 13],"['Comedy', 'Drama', 'Ecchi', 'School']",['Diomedéa']
2201,2404,"Action, Horror, Shounen, Supernatural",TV,11,Xebec,R - 17+ (violence & profanity),2007,Summer,6.89,[1 - 13],"['Action', 'Horror', 'Shounen', 'Supernatural']",['Xebec']
2202,2405,"Drama, Shoujo",TV,36,Toei Animation,G - All Ages,1988,Spring,7.57,[25 - 37],"['Drama', 'Shoujo']",['ToeiAnimation']
2204,2407,"Comedy, Kids, Sci-Fi, Shounen",Movie,1,Sunrise,PG - Children,2006,Winter,7.27,[1 - 13],"['Comedy', 'Kids', 'Sci-Fi', 'Shounen']",['Sunrise']
2205,2408,"Action, Adventure, Comedy, Drama, Sci-Fi, Shounen",Movie,1,Sunrise,PG - Children,2007,Winter,7.31,[1 - 13],"['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi', 'Shounen']",['Sunrise']
2206,2409,"Adventure, Comedy, Fantasy, Magic",TV,26,Trans Arts,PG-13 - Teens 13 or older,1999,Spring,7.47,[25 - 37],"['Adventure', 'Comedy', 'Fantasy', 'Magic']",['TransArts']
2208,2411,Hentai,OVA,2,Flavors Soft,Rx - Hentai,2005,Fall,6.69,[1 - 13],['Hentai'],['FlavorsSoft']
2209,2412,Hentai,OVA,2,Studio Jam,Rx - Hentai,2005,Fall,5.78,[1 - 13],['Hentai'],['StudioJam']
2211,2414,"Sci-Fi, Comedy, Police",OVA,2,Studio Core,PG-13 - Teens 13 or older,1989,Fall,6.12,[1 - 13],"['Sci-Fi', 'Comedy', 'Police']",['StudioCore']
2212,2415,"Adventure, Sports",TV,25,Nippon Animation,PG-13 - Teens 13 or older,1997,Spring,6.87,[25 - 37],"['Adventure', 'Sports']",['NipponAnimation']
2213,2416,"Adventure, Sports",TV,39,Nippon Animation,PG-13 - Teens 13 or older,1998,Spring,7.04,[37 - 49],"['Adventure', 'Sports']",['NipponAnimation']
2214,2417,"Comedy, Drama, Romance, Yaoi",OVA,1,Phoenix Entertainment,R+ - Mild Nudity,2007,Winter,6.59,[1 - 13],"['Comedy', 'Drama', 'Romance', 'Yaoi']",['PhoenixEntertainment']
2215,2418,"Action, Adventure, Historical, Samurai",Movie,1,Bones,R - 17+ (violence & profanity),2007,Summer,8.31,[1 - 13],"['Action', 'Adventure', 'Historical', 'Samurai']",['Bones']
2216,2419,"Romance, Sci-Fi, Seinen",OVA,1,Ajia-Do,PG-13 - Teens 13 or older,1992,Spring,6.48,[1 - 13],"['Romance', 'Sci-Fi', 'Seinen']",['Ajia-Do']
2217,2420,"Drama, Sci-Fi, Seinen, Space",OVA,2,Ajia-Do,PG-13 - Teens 13 or older,2001,Winter,6.6,[1 - 13],"['Drama', 'Sci-Fi', 'Seinen', 'Space']",['Ajia-Do']
2218,2421,"Comedy, Fantasy",Special,1,Toei Animation,PG - Children,2003,Spring,6.13,[1 - 13],"['Comedy', 'Fantasy']",['ToeiAnimation']
2219,2422,"Action, Sci-Fi, Adventure, Comedy, Shounen",OVA,1,Gallop,PG-13 - Teens 13 or older,1986,Winter,6.15,[1 - 13],"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Shounen']",['Gallop']
2220,2423,"Action, Military, Sci-Fi, Drama, Shounen",Movie,1,Magic Bus,R+ - Mild Nudity,1986,Fall,6.19,[1 - 13],"['Action', 'Military', 'Sci-Fi', 'Drama', 'Shounen']",['MagicBus']
2222,2427,"Adventure, Fantasy, Kids",Movie,1,Madhouse,G - All Ages,1981,Winter,7.13,[1 - 13],"['Adventure', 'Fantasy', 'Kids']",['Madhouse']
2224,2429,"Adventure, Fantasy, Kids",Movie,1,Madhouse,G - All Ages,1983,Summer,7.0,[1 - 13],"['Adventure', 'Fantasy', 'Kids']",['Madhouse']
2225,2430,Hentai,OVA,2,AT-2,Rx - Hentai,2002,Spring,6.11,[1 - 13],['Hentai'],['AT-2']
2227,2432,"Hentai, School, Yuri",OVA,6,Studio 9 MAiami,Rx - Hentai,2003,Spring,6.87,[1 - 13],"['Hentai', 'School', 'Yuri']",['Studio9MAiami']
2228,2433,Hentai,OVA,3,Studio Fantasia,Rx - Hentai,2003,Summer,6.98,[1 - 13],['Hentai'],['StudioFantasia']
2240,2445,Hentai,OVA,2,Image House,Rx - Hentai,2004,Fall,6.3,[1 - 13],['Hentai'],['ImageHouse']
2243,2448,"Action, Sci-Fi, Mecha",Special,1,Production I.G,R - 17+ (violence & profanity),2006,Winter,8.02,[1 - 13],"['Action', 'Sci-Fi', 'Mecha']",['ProductionI.G']
2244,2449,"Action, Sci-Fi, Mystery, Police, Psychological, Mecha, Seinen",Special,1,Production I.G,R - 17+ (violence & profanity),2005,Summer,8.1,[1 - 13],"['Action', 'Sci-Fi', 'Mystery', 'Police', 'Psychological', 'Mecha', 'Seinen']",['ProductionI.G']
2245,2450,"Comedy, Sci-Fi, Seinen",Movie,1,Shin-Ei Animation,G - All Ages,2001,Spring,7.72,[1 - 13],"['Comedy', 'Sci-Fi', 'Seinen']",['Shin-EiAnimation']
2246,2451,"Action, Adventure, Sci-Fi, Space",TV,31,Tokyo Movie Shinsha,R+ - Mild Nudity,1982,Fall,7.71,[25 - 37],"['Action', 'Adventure', 'Sci-Fi', 'Space']",['TokyoMovieShinsha']
2247,2452,"Action, Adventure, Sci-Fi, Space",Movie,1,TMS Entertainment,R+ - Mild Nudity,1982,Summer,7.11,[1 - 13],"['Action', 'Adventure', 'Sci-Fi', 'Space']",['TMSEntertainment']
2248,2453,"Action, Mecha, Military, Drama, Sci-Fi",OVA,3,J.C.Staff,PG-13 - Teens 13 or older,1997,Summer,5.53,[1 - 13],"['Action', 'Mecha', 'Military', 'Drama', 'Sci-Fi']",['J.C.Staff']
2249,2454,"Comedy, Drama, Romance, Shounen, Slice of Life",Movie,1,Studio Pierrot,R - 17+ (violence & profanity),1988,Fall,7.65,[1 - 13],"['Comedy', 'Drama', 'Romance', 'Shounen', 'SliceofLife']",['StudioPierrot']
2252,2457,"Comedy, Magic, Seinen",OVA,6,Xebec,R - 17+ (violence & profanity),2005,Summer,6.64,[1 - 13],"['Comedy', 'Magic', 'Seinen']",['Xebec']
2253,2458,"Magic, Comedy, Romance, School, Drama",OVA,8,Studio Pierrot,R - 17+ (violence & profanity),1989,Winter,7.44,[1 - 13],"['Magic', 'Comedy', 'Romance', 'School', 'Drama']",['StudioPierrot']
2257,2462,"Action, Martial Arts",OVA,2,J.C.Staff,R+ - Mild Nudity,1996,Spring,5.33,[1 - 13],"['Action', 'MartialArts']",['J.C.Staff']
2258,2463,"Action, Comedy, Shounen",OVA,12,Toei Animation,R - 17+ (violence & profanity),1986,Summer,6.65,[1 - 13],"['Action', 'Comedy', 'Shounen']",['ToeiAnimation']
2259,2464,"Adventure, Comedy, Fantasy",Special,5,Studio Hibari,PG - Children,2006,Summer,6.37,[1 - 13],"['Adventure', 'Comedy', 'Fantasy']",['StudioHibari']
2260,2465,"Military, Music, Comedy, Parody",OVA,4,Ashi Production,PG-13 - Teens 13 or older,1993,Summer,5.81,[1 - 13],"['Military', 'Music', 'Comedy', 'Parody']",['AshiProduction']
2261,2466,Parody,OVA,1,AIC,PG - Children,1992,Fall,6.17,[1 - 13],['Parody'],['AIC']
2262,2467,Adventure,TV,36,Group TAC,G - All Ages,1988,Fall,6.61,[25 - 37],['Adventure'],['GroupTAC']
2263,2468,"Romance, Drama",OVA,1,Madhouse,R - 17+ (violence & profanity),1990,Summer,6.08,[1 - 13],"['Romance', 'Drama']",['Madhouse']
2265,2470,"Action, Sci-Fi, Adventure, Space, Drama",Movie,1,Toei Animation,PG-13 - Teens 13 or older,1978,Summer,6.96,[1 - 13],"['Action', 'Sci-Fi', 'Adventure', 'Space', 'Drama']",['ToeiAnimation']
2267,2472,"Action, Adventure, Comedy, Fantasy, Shounen",Movie,1,Studio Pierrot,PG-13 - Teens 13 or older,2007,Summer,7.29,[1 - 13],"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen']",['StudioPierrot']
2268,2473,"Action, Adventure, Comedy, Magic, Mecha, Sci-Fi",OVA,2,J.C.Staff,PG-13 - Teens 13 or older,1995,Summer,6.03,[1 - 13],"['Action', 'Adventure', 'Comedy', 'Magic', 'Mecha', 'Sci-Fi']",['J.C.Staff']
2269,2474,"Action, Adventure, Comedy, Magic, Mecha, Sci-Fi",OVA,3,J.C.Staff,PG-13 - Teens 13 or older,1996,Fall,6.16,[1 - 13],"['Action', 'Adventure', 'Comedy', 'Magic', 'Mecha', 'Sci-Fi']",['J.C.Staff']
2270,2475,"Action, Sci-Fi",ONA,6,Arcturus,R+ - Mild Nudity,2001,Fall,4.42,[1 - 13],"['Action', 'Sci-Fi']",['Arcturus']
2271,2476,"Harem, Drama, Romance, School",TV,12,TNK,R+ - Mild Nudity,2007,Summer,5.68,[1 - 13],"['Harem', 'Drama', 'Romance', 'School']",['TNK']
2272,2479,"Action, Demons, Fantasy, Hentai",OVA,1,Studio Wombat,Rx - Hentai,1991,Fall,5.41,[1 - 13],"['Action', 'Demons', 'Fantasy', 'Hentai']",['StudioWombat']
2276,2484,"Action, Adventure, Mecha, School, Sci-Fi, Space",TV,38,Sunrise,PG - Children,2000,Fall,7.19,[37 - 49],"['Action', 'Adventure', 'Mecha', 'School', 'Sci-Fi', 'Space']",['Sunrise']
2279,2487,"Sci-Fi, Adventure, Drama, Fantasy",TV,39,Production Reed,G - All Ages,1995,Spring,6.66,[37 - 49],"['Sci-Fi', 'Adventure', 'Drama', 'Fantasy']",['ProductionReed']
2280,2488,"Adventure, Fantasy",Special,1,Studio Ghibli,G - All Ages,2002,Fall,7.31,[1 - 13],"['Adventure', 'Fantasy']",['StudioGhibli']
2281,2489,"Comedy, Magic, Fantasy",TV,52,Studio Comet,PG - Children,2005,Spring,7.09,[49 - 61],"['Comedy', 'Magic', 'Fantasy']",['StudioComet']
2282,2490,"Comedy, Fantasy, Shounen, Sports",Movie,1,Toei Animation,PG-13 - Teens 13 or older,2004,Winter,7.05,[1 - 13],"['Comedy', 'Fantasy', 'Shounen', 'Sports']",['ToeiAnimation']
2283,2491,"Drama, Romance, Sports",Movie,1,Group TAC,PG-13 - Teens 13 or older,1986,Spring,6.78,[1 - 13],"['Drama', 'Romance', 'Sports']",['GroupTAC']
2284,2492,"Drama, Romance, Sports",Movie,1,Group TAC,PG-13 - Teens 13 or older,1986,Fall,6.69,[1 - 13],"['Drama', 'Romance', 'Sports']",['GroupTAC']
2285,2493,"Drama, School, Sports",Movie,1,Group TAC,PG-13 - Teens 13 or older,1987,Spring,6.71,[1 - 13],"['Drama', 'School', 'Sports']",['GroupTAC']
2286,2494,"Harem, Comedy, Ecchi, Fantasy",TV,12,AIC Spirits,R+ - Mild Nudity,2007,Fall,6.72,[1 - 13],"['Harem', 'Comedy', 'Ecchi', 'Fantasy']",['AICSpirits']
2287,2495,"Slice of Life, Music, Drama",TV,13,Madhouse,PG-13 - Teens 13 or older,2001,Spring,6.53,[13 - 25],"['SliceofLife', 'Music', 'Drama']",['Madhouse']
2288,2497,"Adventure, Comedy, Ecchi, Magic, Sci-Fi",OVA,8,Toei Animation,R+ - Mild Nudity,1994,Spring,6.63,[1 - 13],"['Adventure', 'Comedy', 'Ecchi', 'Magic', 'Sci-Fi']",['ToeiAnimation']
2289,2498,"Comedy, Drama, School, Shounen, Slice of Life, Sports",Movie,1,Toei Animation,PG-13 - Teens 13 or older,1995,Winter,7.58,[1 - 13],"['Comedy', 'Drama', 'School', 'Shounen', 'SliceofLife', 'Sports']",['ToeiAnimation']
2290,2499,"Comedy, Drama, School, Shounen, Slice of Life, Sports",Movie,1,Toei Animation,PG-13 - Teens 13 or older,1995,Summer,7.68,[1 - 13],"['Comedy', 'Drama', 'School', 'Shounen', 'SliceofLife', 'Sports']",['ToeiAnimation']
2291,2500,"Historical, Military",OVA,3,Madhouse,PG-13 - Teens 13 or older,1993,Fall,7.22,[1 - 13],"['Historical', 'Military']",['Madhouse']
2292,2501,"Adventure, Comedy",TV,26,Nippon Animation,R+ - Mild Nudity,2003,Fall,6.6,[25 - 37],"['Adventure', 'Comedy']",['NipponAnimation']
2293,2503,"Adventure, Comedy, Shounen",TV,42,Nippon Animation,PG-13 - Teens 13 or older,1992,Fall,6.19,[37 - 49],"['Adventure', 'Comedy', 'Shounen']",['NipponAnimation']
2294,2505,Hentai,OVA,3,Flavors Soft,Rx - Hentai,2006,Summer,6.69,[1 - 13],['Hentai'],['FlavorsSoft']
2295,2506,Hentai,OVA,1,Y.O.U.C,Rx - Hentai,2006,Spring,6.02,[1 - 13],['Hentai'],['Y.O.U.C']
2297,2508,"Comedy, Parody, Slice of Life",TV,12,Arms,R - 17+ (violence & profanity),2007,Fall,7.77,[1 - 13],"['Comedy', 'Parody', 'SliceofLife']",['Arms']
2298,2510,"Action, Sci-Fi, Parody, Mecha",TV,26,Production Reed,PG-13 - Teens 13 or older,1981,Summer,6.6,[25 - 37],"['Action', 'Sci-Fi', 'Parody', 'Mecha']",['ProductionReed']
2299,2511,"Action, Sci-Fi",Movie,1,Production Reed,PG-13 - Teens 13 or older,1985,Spring,6.69,[1 - 13],"['Action', 'Sci-Fi']",['ProductionReed']
2304,2516,"Space, Mecha, Military, Sci-Fi, Shounen",OVA,6,Sunrise,R - 17+ (violence & profanity),1988,Fall,6.2,[1 - 13],"['Space', 'Mecha', 'Military', 'Sci-Fi', 'Shounen']",['Sunrise']
2306,2518,Comedy,TV,12,Artland,PG-13 - Teens 13 or older,2006,Summer,7.22,[1 - 13],['Comedy'],['Artland']
2307,2520,"Fantasy, Comedy, Super Power, Shounen",Special,2,Toei Animation,PG - Children,1988,Spring,6.73,[1 - 13],"['Fantasy', 'Comedy', 'SuperPower', 'Shounen']",['ToeiAnimation']
2310,2523,"Adventure, Drama, Fantasy, Martial Arts, Romance, Supernatural",TV,12,"Trinet Entertainment, Studio Kyuuma",PG-13 - Teens 13 or older,2005,Spring,6.24,[1 - 13],"['Adventure', 'Drama', 'Fantasy', 'MartialArts', 'Romance', 'Supernatural']","['TrinetEntertainment', 'StudioKyuuma']"
2311,2524,"Action, Ecchi, Adventure, Magic, Comedy",OVA,3,"Studio Fantasia, Chaos Project",PG-13 - Teens 13 or older,1997,Winter,5.41,[1 - 13],"['Action', 'Ecchi', 'Adventure', 'Magic', 'Comedy']","['StudioFantasia', 'ChaosProject']"
2312,2525,"Comedy, Ecchi",OVA,4,"Bee Media, Studio Signal",R+ - Mild Nudity,1991,Summer,5.72,[1 - 13],"['Comedy', 'Ecchi']","['BeeMedia', 'StudioSignal']"
2325,2538,"Drama, Fantasy, Mystery, Romance, School",OVA,2,Triple X,PG-13 - Teens 13 or older,2000,Fall,5.48,[1 - 13],"['Drama', 'Fantasy', 'Mystery', 'Romance', 'School']",['TripleX']
2326,2539,Hentai,OVA,2,Arms,Rx - Hentai,2005,Spring,6.64,[1 - 13],['Hentai'],['Arms']
2329,2542,"Drama, Historical, Romance, Shoujo",TV,45,Tokyo Movie Shinsha,PG-13 - Teens 13 or older,1983,Spring,7.16,[37 - 49],"['Drama', 'Historical', 'Romance', 'Shoujo']",['TokyoMovieShinsha']
2330,2543,"Adventure, Historical, Romance",TV,52,Tatsunoko Production,G - All Ages,1990,Summer,7.12,[49 - 61],"['Adventure', 'Historical', 'Romance']",['TatsunokoProduction']
2331,2544,"Adventure, Drama, Historical, Slice of Life",TV,50,Nippon Animation,G - All Ages,1981,Winter,7.27,[49 - 61],"['Adventure', 'Drama', 'Historical', 'SliceofLife']",['NipponAnimation']
2332,2545,"Adventure, Historical, Drama",TV,26,Group TAC,G - All Ages,1976,Winter,6.22,[25 - 37],"['Adventure', 'Historical', 'Drama']",['GroupTAC']
2333,2546,"Slice of Life, Historical, Drama",TV,48,Nippon Animation,G - All Ages,1983,Winter,6.7,[37 - 49],"['SliceofLife', 'Historical', 'Drama']",['NipponAnimation']
2334,2547,"Slice of Life, Historical, Drama, Shoujo",TV,46,Nippon Animation,G - All Ages,1985,Winter,7.68,[37 - 49],"['SliceofLife', 'Historical', 'Drama', 'Shoujo']",['NipponAnimation']
2335,2548,"Drama, Historical, Slice of Life",TV,48,Nippon Animation,G - All Ages,1987,Winter,7.43,[37 - 49],"['Drama', 'Historical', 'SliceofLife']",['NipponAnimation']
2336,2549,"Slice of Life, Historical, Drama, Shoujo",TV,53,Nippon Animation,G - All Ages,1978,Winter,7.52,[49 - 61],"['SliceofLife', 'Historical', 'Drama', 'Shoujo']",['NipponAnimation']
2337,2550,"Comedy, Parody",Movie,1,Tezuka Productions,G - All Ages,1985,Summer,6.4,[1 - 13],"['Comedy', 'Parody']",['TezukaProductions']
2338,2551,"Hentai, Sci-Fi",OVA,2,J.C.Staff,Rx - Hentai,1994,Summer,5.19,[1 - 13],"['Hentai', 'Sci-Fi']",['J.C.Staff']
2339,2552,"Comedy, Seinen, Slice of Life",TV,13,Group TAC,PG-13 - Teens 13 or older,2007,Summer,6.32,[13 - 25],"['Comedy', 'Seinen', 'SliceofLife']",['GroupTAC']
2340,2553,"Drama, Historical, Slice of Life",TV,52,Nippon Animation,G - All Ages,1975,Winter,7.38,[49 - 61],"['Drama', 'Historical', 'SliceofLife']",['NipponAnimation']
2341,2554,"Drama, Historical, Slice of Life",TV,51,Nippon Animation,G - All Ages,1986,Winter,6.96,[49 - 61],"['Drama', 'Historical', 'SliceofLife']",['NipponAnimation']
2342,2555,"Slice of Life, Drama, Shoujo",TV,43,Nippon Animation,G - All Ages,1988,Winter,7.36,[37 - 49],"['SliceofLife', 'Drama', 'Shoujo']",['NipponAnimation']
2344,2557,"Drama, Historical, Music, Romance",TV,40,Nippon Animation,G - All Ages,1991,Winter,7.63,[37 - 49],"['Drama', 'Historical', 'Music', 'Romance']",['NipponAnimation']
2345,2558,"Drama, Historical, School, Slice of Life",TV,40,Nippon Animation,G - All Ages,1993,Winter,7.58,[37 - 49],"['Drama', 'Historical', 'School', 'SliceofLife']",['NipponAnimation']
2346,2559,"Adventure, Drama, Historical, Slice of Life",TV,33,Nippon Animation,PG-13 - Teens 13 or older,1995,Winter,8.35,[25 - 37],"['Adventure', 'Drama', 'Historical', 'SliceofLife']",['NipponAnimation']
2347,2560,"Action, Drama, Sci-Fi, Shounen, Space",Movie,1,Toei Animation,PG-13 - Teens 13 or older,1980,Spring,6.46,[1 - 13],"['Action', 'Drama', 'Sci-Fi', 'Shounen', 'Space']",['ToeiAnimation']
2348,2561,"Action, Adventure, Sci-Fi, Shounen",TV,52,Toei Animation,PG-13 - Teens 13 or older,1978,Fall,7.06,[49 - 61],"['Action', 'Adventure', 'Sci-Fi', 'Shounen']",['ToeiAnimation']
2349,2562,"Drama, Game, Mystery, Thriller",TV,22,Studio Deen,PG-13 - Teens 13 or older,2007,Fall,7.56,[13 - 25],"['Drama', 'Game', 'Mystery', 'Thriller']",['StudioDeen']
2350,2563,"Sci-Fi, Slice of Life, Fantasy, Shounen",OVA,1,Hal Film Maker,G - All Ages,2007,Summer,8.02,[1 - 13],"['Sci-Fi', 'SliceofLife', 'Fantasy', 'Shounen']",['HalFilmMaker']
2351,2564,"Comedy, Romance, School, Sci-Fi, Slice of Life",TV,12,Studio Deen,G - All Ages,2007,Summer,6.44,[1 - 13],"['Comedy', 'Romance', 'School', 'Sci-Fi', 'SliceofLife']",['StudioDeen']
2352,2565,"Adventure, Shounen",TV,26,Mushi Production,G - All Ages,1966,Fall,6.49,[25 - 37],"['Adventure', 'Shounen']",['MushiProduction']
2354,2567,"Adventure, Kids",TV,52,Nippon Animation,G - All Ages,1976,Spring,6.26,[49 - 61],"['Adventure', 'Kids']",['NipponAnimation']
2356,2569,"Adventure, Drama",TV,52,Nippon Animation,G - All Ages,1989,Fall,6.94,[49 - 61],"['Adventure', 'Drama']",['NipponAnimation']
2357,2570,"Kids, Slice of Life, Comedy, Historical, School, Shoujo",TV,26,TMS Entertainment,G - All Ages,1991,Winter,7.05,[25 - 37],"['Kids', 'SliceofLife', 'Comedy', 'Historical', 'School', 'Shoujo']",['TMSEntertainment']
2358,2571,"Adventure, Comedy, Kids",TV,52,Nippon Animation,G - All Ages,1975,Spring,6.44,[49 - 61],"['Adventure', 'Comedy', 'Kids']",['NipponAnimation']
2359,2572,"Adventure, Kids, Fantasy",TV,24,Nippon Animation,G - All Ages,1983,Fall,6.49,[13 - 25],"['Adventure', 'Kids', 'Fantasy']",['NipponAnimation']
2360,2573,"Slice of Life, Adventure, Drama",TV,50,Nippon Animation,G - All Ages,1982,Winter,6.89,[49 - 61],"['SliceofLife', 'Adventure', 'Drama']",['NipponAnimation']
2361,2574,"Adventure, Fantasy",TV,52,Tatsunoko Production,G - All Ages,1972,Winter,5.9,[49 - 61],"['Adventure', 'Fantasy']",['TatsunokoProduction']
2363,2576,"Drama, Historical, Slice of Life",TV,52,Nippon Animation,G - All Ages,1977,Winter,6.69,[49 - 61],"['Drama', 'Historical', 'SliceofLife']",['NipponAnimation']
2364,2577,"Adventure, Slice of Life, Historical, Drama",TV,49,Nippon Animation,G - All Ages,1980,Winter,7.17,[49 - 61],"['Adventure', 'SliceofLife', 'Historical', 'Drama']",['NipponAnimation']
2366,2579,"Adventure, Historical, Kids, Romance",TV,26,Nippon Animation,G - All Ages,1984,Winter,6.83,[25 - 37],"['Adventure', 'Historical', 'Kids', 'Romance']",['NipponAnimation']
2367,2580,"Comedy, Dementia, Slice of Life",Special,1,Shaft,PG-13 - Teens 13 or older,2006,Winter,6.65,[1 - 13],"['Comedy', 'Dementia', 'SliceofLife']",['Shaft']
2368,2581,"Action, Military, Sci-Fi, Space, Drama, Mecha",TV,25,Sunrise,R - 17+ (violence & profanity),2007,Fall,8.14,[25 - 37],"['Action', 'Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']",['Sunrise']
2369,2582,"Action, Space, Mecha, Military, Drama, Sci-Fi",TV,52,Sunrise,PG-13 - Teens 13 or older,1983,Spring,7.73,[49 - 61],"['Action', 'Space', 'Mecha', 'Military', 'Drama', 'Sci-Fi']",['Sunrise']
